Site Pt,Area,Northing,Easting,Date Time,CH4 flux,H2S flux,CO2 flux,Pressure,Temp,CH4 slope,H2S slope,CO2 slope
BC060712_46,BC,1213546.95,2306560.476,08‐06‐2012 09:09:33,0,0.001698,0.112325,787.1,30.3,‐0.136000007,0.007,0.463
BC060712_47,BC,1213548.741,2306362.165,08‐06‐2012 09:16:26,0,0.000726,0.043312,787.1,31.1,‐0.075999998,0.003,0.179000005
BC060712_48,BC,1213567.924,2306176.785,08‐06‐2012 09:27:08,0,0.000724,0.063497,787.7,32.0,‐0.016000001,0.003,0.263000011
BC060712_49,BC,1213598.723,2305957.62,08‐06‐2012 09:37:48,0,0.000724,0.019556,789.0,32.5,‐0.152999997,0.003,0.081
BC060712_50,BC,1213722.67,2306155.602,08‐06‐2012 09:44:50,0,0.000481,0,787.7,33.0,‐0.920000017,0.002,‐0.046
BC060712_51,BC,1213753.168,2306328.417,08‐06‐2012 09:56:27,0,0.000481,0.196246,788.5,33.5,‐0.158000007,0.002,0.815999985
BC060712_52,BC,1213744.972,2306572.695,08‐06‐2012 10:03:31,0,0.000721,0.048773,788.5,33.8,‐0.014,0.003,0.202999994
BC060712_53,BC,1213944.391,2306767.063,08‐06‐2012 10:08:31,0,0.000478,0.046164,785.5,34.0,‐0.013,0.002,0.193000004
BC060712_54,BC,1213949.495,2306577.463,08‐06‐2012 10:12:46,0,0.000239,0.111081,785.0,34.2,‐0.135000005,0.001,0.465000004
BC060712_55,BC,1213963.711,2306374.557,08‐06‐2012 10:22:33,0,0.002144,0.173404,784.0,34.7,‐0.02,0.009,0.727999985
BC060712_56,BC,1214161.565,2306365.483,08‐06‐2012 10:34:57,0,0.001431,0.210143,787.4,35.6,‐0.164000005,0.006,0.880999982
BC060712_57,BC,1214166.194,2306565.417,08‐06‐2012 10:40:20,0.64494,0.001902,1.445646,786.3,36.1,2.711999893,0.008,6.078999996
BC060712_58,BC,1214138.515,2306755.17,08‐06‐2012 10:45:31,0,0.001186,0.081349,785.2,36.5,‐1.167000055,0.005,0.342999995
BC060712_59,BC,1214337.406,2306748.062,08‐06‐2012 10:54:30,0,0.002362,0.143392,783.1,36.9,‐0.021,0.01,0.606999993
BC060712_60,BC,1214341.809,2306572.737,08‐06‐2012 10:59:38,0,0.001178,0.539479,781.7,37.2,‐0.030999999,0.005,2.289999962
BC060712_61,BC,1214352.484,2306374.517,08‐06‐2012 11:03:50,0,0.003071,0.072999,784.4,37.4,‐0.01,0.013,0.308999985
BC060712_62,BC,1214521.055,2306575.987,08‐06‐2012 11:09:07,0,0.002125,0.031396,784.8,37.8,‐0.032000002,0.009,0.133000001
BC060712_63,BC,1214541.257,2306766.073,08‐06‐2012 11:16:05,1.36247,0.000471,0.145239,783.1,38.0,5.788000107,0.002,0.616999984
BC060712_64,BC,1214343.278,2306940.193,08‐06‐2012 11:23:37,0,0.000939,0.20882,780.8,38.1,‐0.842999995,0.004,0.889999986
BC060712_65,BC,1214540.464,2306965.695,08‐06‐2012 11:27:41,0,0.002582,0.497337,781.3,38.2,‐1.253999949,0.011,2.118999958
BC060712_66,BC,1214732.914,2306967.457,08‐06‐2012 11:34:17,0.319641,0.00351,0.367376,779.7,38.5,1.366000056,0.015,1.570000052
BC060712_67,BC,1214541.88,2307157.749,08‐06‐2012 11:56:30,0.452657,0.003253,0.382016,778.5,40.2,1.947999954,0.014,1.644000053
BC060712_68,BC,1214356.619,2307151.837,08‐06‐2012 12:00:28,0,0.002789,0.441796,779.6,40.6,‐0.001,0.012,1.901000023
BC060712_69,BC,1214340.518,2307381.347,08‐06‐2012 12:08:14,0,0.002558,0.131625,781.1,41.0,‐0.018999999,0.011,0.565999985
BC060712_70,BC,1214545.847,2307362.787,08‐06‐2012 12:22:19,0,0.002318,0.102216,780.0,41.6,‐0.01,0.01,0.441000015
BC060712_71,BC,1214751.89,2307379.124,08‐06‐2012 12:34:04,0,0.002545,0.109901,780.1,42.2,0,0.011,0.474999994
BC060712_72,BC,1214911.514,2307350.23,08‐06‐2012 12:44:58,0.684267,0.002308,4.108141,779.1,42.6,2.964999914,0.01,17.8010006
BC060712_73,BC,1214757.362,2307162.589,08‐06‐2012 12:51:46,0,0.00069,0.238386,777.3,42.8,‐0.439999998,0.003,1.036000013
BC060712_74,BC,1214927.982,2307150.934,08‐06‐2012 12:58:27,0,0.001609,0.113987,777.3,43.2,0,0.007,0.495999992
BC060712_75,BC,1214890.546,2307232.073,08‐06‐2012 13:04:06,59.55265,0.001377,8.763847,777.2,43.5,259.4159851,0.006,38.17599869
BC060712_76,BC,1215154.119,2306968.517,08‐06‐2012 13:20:28,0,0.002752,0.596768,777.7,44.0,‐0.086000003,0.012,2.601999998
BC060712_77,BC,1215366.218,2306963.734,08‐06‐2012 13:28:55,2.027776,0.001372,3.685992,775.7,44.1,8.866999626,0.006,16.11800003
BC060712_78,BC,1215330.381,2306762.094,08‐06‐2012 13:36:26,0,0.002292,0.230138,778.0,44.3,0,0.01,1.003999949
BC060712_79,BC,1215155.541,2306770.467,08‐06‐2012 13:41:15,0,0.001601,0.130363,776.5,44.4,‐0.344000012,0.007,0.569999993
BC060712_80,BC,1214930.489,2306598.1,08‐06‐2012 13:47:11,0,0.003659,0.353973,776.6,44.5,‐0.075000003,0.016000001,1.547999978
BC060712_81,BC,1214916.859,2306766.213,08‐06‐2012 13:51:20,0,0.001603,0.119098,778.1,44.6,0,0.007,0.519999981
BC060712_82,BC,1214920.034,2306968.896,08‐06‐2012 13:56:14,0,0.006178,0.35352,777.6,44.7,0,0.027000001,1.544999957
BC060712_83,BC,1214763.061,2306778.006,08‐06‐2012 14:03:07,0.370577,0.003879,0.783826,776.2,45.0,1.623999953,0.017000001,3.434999943
BC060712_84,BC,1214738.771,2306548.942,08‐06‐2012 14:08:12,0,0.003206,0.223473,779.1,45.1,0,0.014,0.976000011
BC061112_01,BC,1210732.566,2304163.261,11‐06‐2012 10:01:14,0,0.000494,0.098225,801.5,30.6,0,0.002,0.398000002
BC061112_02,BC,1210958.087,2304130.193,11‐06‐2012 10:07:48,0,0.000246,0.001228,801.5,32.0,0,0.001,0.005
BC061112_03,BC,1211557.687,2304127.302,11‐06‐2012 10:23:31,0,0.00218,0.066597,797.1,34.7,0,0.009,0.275000006
BC061112_04,BC,1211562.612,2304380.873,11‐06‐2012 10:30:11,0,0.001326,0.122557,625.3,35.6,0,0.007,0.647000015
BC061112_05,BC,1211542.92,2304540.203,11‐06‐2012 10:35:41,0,0.002403,0.124733,794.9,36.2,0,0.01,0.518999994
BC061112_06,BC,1211714.715,2304537.66,11‐06‐2012 10:42:19,0,0.001915,0.020109,792.8,36.6,0,0.008,0.083999999
BC061112_07,BC,1211737.756,2304344.077,11‐06‐2012 10:49:25,0,0.001435,0.035407,792.8,36.8,0,0.006,0.148000002
BC061112_08,BC,1211721.43,2304158.483,11‐06‐2012 10:54:59,0,0.00239,0.088671,792.3,36.9,0,0.01,0.370999992
BC061112_09,BC,1211361.49,2303946.324,11‐06‐2012 11:09:27,0,0.002143,0.084765,791.6,37.8,0,0.009,0.356000006
BC061112_10,BC,1211382.045,2303721.944,11‐06‐2012 11:24:50,0,0.002622,0.082243,796.1,39.2,0,0.011,0.344999999
BC061112_11,BC,1211351.252,2303570.217,11‐06‐2012 11:31:52,0,0.001896,0.030575,793.3,39.9,0,0.008,0.128999993
BC061112_12,BC,1211379.08,2303347.954,11‐06‐2012 11:38:58,0,0.004011,0.061115,791.3,40.5,0,0.017000001,0.259000003
BC061112_13,BC,1211162.593,2303383.382,11‐06‐2012 11:45:43,0,0.00282,0.451395,789.0,40.9,0,0.012,1.921000004
BC061112_14,BC,1211129.535,2303562.037,11‐06‐2012 11:51:28,0,0.003295,0.889681,790.8,41.1,0,0.014,3.779999971
BC061112_15,BC,1211143.299,2303758.275,11‐06‐2012 11:56:39,0,0.002351,0.090512,790.4,41.3,0,0.01,0.38499999
BC061112_16,BC,1211125.901,2303967.159,11‐06‐2012 12:16:53,0,0.002355,0.128564,792.9,41.8,‐0.32100001,0.01,0.546000004
BC061112_17,BC,1210967.928,2303995.908,11‐06‐2012 12:27:52,0,0.001886,0,794.5,42.1,‐0.028999999,0.008,‐0.241999999
BC061112_18,BC,1210928.594,2303767.587,11‐06‐2012 12:34:06,0,0.003292,0.104166,792.8,42.2,‐0.017999999,0.014,0.442999989
BC061112_19,BC,1210952.735,2303587.281,11‐06‐2012 12:39:48,0,0.001411,0,792.8,42.2,‐0.011,0.006,‐0.164000005
BC061112_20,BC,1210951.798,2303381.741,11‐06‐2012 12:45:39,0,0.00235,,792.6,42.3,‐0.071000002,0.01,
BC061112_21,BC,1210731.741,2303562.149,11‐06‐2012 12:52:33,0,0.002819,0.14824,792.6,42.4,0,0.012,0.630999982
BC061112_22,BC,1210756.189,2303785.778,11‐06‐2012 12:59:15,0,0.003775,0.220142,796.3,42.5,0,0.016000001,0.933000028
BC061112_23,BC,1210746.829,2303969.494,11‐06‐2012 13:03:48,0,0.004712,0.148425,795.1,42.5,0,0.02,0.629999995
BC061112_24,BC,1210564.995,2303767.941,11‐06‐2012 13:09:30,0,0.001884,0.025196,794.7,42.5,0,0.008,0.107000001
BC061112_25,BC,1209769.513,2304360.817,11‐06‐2012 13:30:19,0,0.005197,0.063547,797.0,42.4,‐0.786000013,0.022,0.268999994
BC061112_26,BC,1209754.623,2304169.754,11‐06‐2012 13:34:10,0,0.00356,0.210289,800.5,42.3,‐0.333000004,0.015,0.885999978
BC061112_27,BC,1209562.706,2304354.458,11‐06‐2012 13:38:22,0,0.001901,0.038249,801.0,42.2,‐0.057999998,0.008,0.160999998
BC061112_28,BC,1209539.568,2304173.135,11‐06‐2012 13:42:49,0,0.002139,0.035891,801.4,42.2,‐0.342999995,0.009,0.150999993
BC061112_29,BC,1209563.431,2303959.317,11‐06‐2012 13:49:43,0,0.001427,0.436618,801.3,42.0,‐0.916000009,0.006,1.835999966
BC061112_30,BC,1209357.442,2303788.731,11‐06‐2012 13:56:13,0,0.0076,0,800.3,42.0,‐2.726000071,0.032000002,‐2.385999918
BC061112_31,BC,1209335.432,2303570.721,11‐06‐2012 14:03:55,0,0.005451,0.042661,799.1,42.2,‐1.978000045,0.023,0.180000007
BC061112_32,BC,1209345.728,2303383.17,11‐06‐2012 14:08:44,0,0.005462,0.246742,800.7,42.2,‐0.898999989,0.023,1.039000034
BC061112_33,BC,1209347.695,2303166.589,11‐06‐2012 14:14:16,0,0.001891,1.799466,797.2,42.3,‐0.002,0.008,7.612999916
BC061112_34,BC,1209139.813,2303149.509,11‐06‐2012 14:19:47,0,0.001885,0.04994,794.5,42.3,‐1.585999966,0.008,0.211999997
BC061112_35,BC,1209164.827,2302993.5,11‐06‐2012 14:23:48,0,0.004003,0.1401,794.4,42.4,‐6.397999763,0.017000001,0.595000029
BC061112_36,BC,1209327.018,2302950.716,11‐06‐2012 14:28:20,0,0.001409,0.147686,792.4,42.5,‐0.026000001,0.006,0.629000008
BC061112_37,BC,1209581.913,2302972.57,11‐06‐2012 14:38:39,0.58542,0.002345,0.246974,791.8,42.6,2.496000051,0.01,1.052999973
BC061112_38,BC,1209612.103,2302895.698,11‐06‐2012 14:43:04,0.73317,0.007303,0.558123,795.6,42.7,3.111999989,0.030999999,2.368999958
BC061112_39,BC,1209738.518,2302794.662,11‐06‐2012 14:51:23,0,0.00212,0.216982,795.6,42.7,‐0.008,0.009,0.921000004
BC061112_40,BC,1209736.607,2302978.16,11‐06‐2012 14:57:09,0,0.000945,0.154692,797.8,42.8,‐2.701999903,0.004,0.654999971
BC061112_41,BC,1209732.193,2303153.387,11‐06‐2012 15:04:42,6.575839,0.008748,13.72949,798.9,42.9,27.81399918,0.037,58.0719986
BC061112_42,BC,1209922.266,2303157.029,11‐06‐2012 15:09:09,0,0.002602,0,799.7,43.0,‐0.869000018,0.011,‐0.059
BC061112_43,BC,1209916.609,2302950.662,11‐06‐2012 15:12:27,0,0.00071,0.026979,800.2,43.1,‐0.888999999,0.003,0.114
BC061112_44,BC,1209545.089,2303139.429,11‐06‐2012 15:27:55,0.253361,0.006381,0.483796,799.9,43.4,1.072000027,0.027000001,2.046999931
BC061112_45,BC,1209539.095,2303379.184,11‐06‐2012 15:33:50,0,0.002587,0.030806,795.9,43.4,‐0.358999997,0.011,0.130999997
BC061112_46,BC,1209567.544,2303538.658,11‐06‐2012 15:39:19,0.609308,0.005642,0.312882,796.1,43.6,2.592000008,0.024,1.33099997
BC061112_47,BC,1209532.974,2303759.033,11‐06‐2012 15:44:31,0.345221,0.005416,0.148356,798.0,43.8,1.465999961,0.023,0.629999995
BC061112_48,BC,1209750.115,2303772.224,11‐06‐2012 15:49:00,0,0.003297,0.155213,798.9,44.1,‐0.014,0.014,0.658999979
BC061212_01,BC,1209764.958,2303958.559,12‐06‐2012 08:40:30,0,0,0.283403,803.4,25.4,0,0,1.126000047
BC061212_02,BC,1209755.605,2303572.518,12‐06‐2012 08:53:40,0,0,0.188385,803.4,28.0,0,‐0.001,0.754999995
BC061212_03,BC,1209741.487,2303340.931,12‐06‐2012 09:03:12,0,0,0.703906,803.4,29.7,0,0,2.836999893
BC061212_04,BC,1209559.684,2302587.554,12‐06‐2012 09:21:55,0,0,0.372325,802.6,32.3,0,0,1.514999986
BC061212_05,BC,1209532.952,2302756.99,12‐06‐2012 09:29:17,0,0.000973,0.344614,795.8,32.9,0,0.004,1.417000055
BC061212_06,BC,1209349.181,2302729.276,12‐06‐2012 09:38:11,0,0.000242,0.029338,795.2,33.6,0,0.001,0.120999999
BC061212_07,BC,1209136.326,2302785.3,12‐06‐2012 09:45:45,0,0.000241,0.065535,792.0,34.3,0,0.001,0.272000015
BC061212_08,BC,1208971.443,2302561.962,12‐06‐2012 09:52:30,0,0.000241,0.133502,792.0,34.8,‐0.015,0.001,0.555000007
BC061212_09,BC,1209131.519,2302574.229,12‐06‐2012 09:58:55,0,0.00024,0.090298,792.0,35.3,‐0.015,0.001,0.375999987
BC061212_10,BC,1209334.183,2302608.476,12‐06‐2012 10:07:55,0,0.000241,0.067609,794.5,35.7,‐0.112000003,0.001,0.280999988
BC061212_11,BC,1209339.22,2302364.788,12‐06‐2012 10:16:20,0,0.001929,0.214172,797.2,36.0,‐0.063000001,0.008,0.888000011
BC061212_12,BC,1209155.494,2302322.103,12‐06‐2012 10:23:32,0.550635,0.000963,0.411892,797.2,36.4,2.286000013,0.004,1.710000038
BC061212_13,BC,1209152.897,2302169.239,12‐06‐2012 10:31:17,0,0.00024,0,794.1,36.9,‐0.013,0.001,‐0.138999999
BC061212_14,BC,1208958.011,2302339.098,12‐06‐2012 10:46:14,0,0.000238,0.03503,792.0,37.7,‐0.016000001,0.001,0.147
BC061212_15,BC,1208946.472,2302173.442,12‐06‐2012 10:57:18,0,0,0.069063,792.0,37.9,0,0,0.289999992
BC061212_16,BC,1208978.937,2301962.617,12‐06‐2012 11:16:05,0,0.000474,0.048854,792.0,39.2,0,0.002,0.206
BC061212_17,BC,1208771.631,2301943.609,12‐06‐2012 11:24:42,0,0.000709,0.088111,790.4,39.8,0,0.003,0.372999996
BC061212_18,BC,1208766.152,2301747.633,12‐06‐2012 11:33:25,0,0.001881,0.268301,788.3,40.4,0,0.008,1.141000032
BC061212_19,BC,1208747.391,2301545.599,12‐06‐2012 11:48:29,0,,,n.a.,41.5,0,0,
BC061212_20,BC,1208961.75,2301558.048,12‐06‐2012 12:15:45,0,0.001864,0.134227,786.2,42.4,‐6.22300005,0.008,0.575999975
BC061212_21,BC,1208945.704,2301770.819,12‐06‐2012 12:21:02,0,0.003726,0.091757,786.2,42.6,‐0.001,0.016000001,0.393999994
BC061212_22,BC,1209157.396,2301946.837,12‐06‐2012 12:28:10,0,0.001165,0.023999,787.1,42.8,0,0.005,0.103
BC061212_23,BC,1209155.224,2301769.576,12‐06‐2012 12:33:32,0,0.003965,0.260963,788.3,43.0,‐0.003,0.017000001,1.118999958
BC061212_24,BC,1209151.372,2301559.575,12‐06‐2012 12:42:41,0,0.003953,0.684108,786.5,43.2,0,0.017000001,2.941999912
BC061212_25,BC,1209363.548,2301558.395,12‐06‐2012 12:50:50,0,0.005122,0.347357,787.7,43.3,‐1.995000005,0.022,1.491999984
BC061212_26,BC,1209372.921,2301768.628,12‐06‐2012 12:59:44,8.433254,0.00257,2.027065,791.0,43.5,36.09500122,0.011,8.675999641
BC061212_27,BC,1209356.308,2301955.646,12‐06‐2012 13:08:26,0,0.000934,0.240076,790.4,43.4,‐0.501999974,0.004,1.027999997
BC061212_28,BC,1209351.163,2302160.605,12‐06‐2012 13:19:56,0.674068,0.000933,0.435695,789.4,43.4,2.890000105,0.004,1.868000031
BC061212_29,BC,1209544.644,2302357.269,12‐06‐2012 13:26:07,0,0.000702,0.046094,792.4,43.6,‐0.333999991,0.003,0.196999997
BC061212_30,BC,1209563.349,2302158.179,12‐06‐2012 13:31:17,0,0.003523,0.11507,795.8,43.8,‐0.203999996,0.015,0.49000001
BC061212_31,BC,1209548.777,2301989.261,12‐06‐2012 13:39:19,0.709364,0.002582,0.712885,794.7,43.5,3.022000074,0.011,3.036999941
BC061212_32,BC,1209522.774,2301741.048,12‐06‐2012 13:47:51,0,0.003981,0.321733,792.0,43.2,‐1.756999969,0.017000001,1.373999953
BC061212_33,BC,1209535.641,2301564.867,12‐06‐2012 13:55:26,0,0.003048,0.395942,792.9,43.2,‐0.007,0.013,1.68900001
BC061212_34,BC,1209614.771,2301800.072,12‐06‐2012 14:36:32,0,0.002108,0.118264,793.6,43.8,‐1.248000026,0.009,0.504999995
BC061212_35,BC,1209624.751,2301964.82,12‐06‐2012 14:41:51,0,0.008427,0.322333,793.5,43.9,‐2.292999983,0.035999998,1.376999974
BC061212_36,BC,1209633.807,2302137.334,12‐06‐2012 14:48:13,0,0.002339,0.052626,792.6,43.8,‐4.834000111,0.01,0.224999994
BC061212_37,BC,1208755.153,2301381.83,13‐06‐2012 09:56:01,0,0.003543,0.082423,783.4,37.1,‐7.30700016,0.015,0.349000007
BC061212_38,BC,1208740.134,2301156.213,13‐06‐2012 09:44:51,0,0.000947,0.24212,782.3,36.0,0,0.004,1.023000002
BC061212_39,BC,1208549.109,2300969.983,13‐06‐2012 10:09:27,0,0.001409,0.281481,782.0,38.4,‐1.200999975,0.006,1.199000001
BC061212_40,BC,1208705.102,2300969.451,13‐06‐2012 10:17:57,1.599591,0.000937,0.446724,781.4,39.0,6.831999779,0.004,1.907999992
BC061212_41,BC,1208667.886,2301041.082,13‐06‐2012 10:25:24,0,0.001879,0.268635,784.2,39.2,‐2.069999933,0.008,1.144000053
BC061212_42,BC,1208649.222,2300874.007,13‐06‐2012 10:35:13,0,0.006562,0.18281,783.2,39.4,‐3.039000034,0.028000001,0.779999971
BC061212_43,BC,1208762.494,2300759.065,13‐06‐2012 10:42:46,0,0.000936,0.11256,783.0,39.8,‐2.338000059,0.004,0.481000006
BC061212_44,BC,1208757.48,2300551.401,13‐06‐2012 10:58:43,0,0.003262,0.243919,783.0,41.2,‐0.017000001,0.014,1.047000051
BC061212_45,BC,1208743.82,2300372.783,13‐06‐2012 11:15:39,0,0.006914,0.176764,779.5,43.2,‐1.050999999,0.029999999,0.76700002
BC061212_46,BC,1208719.01,2300150.239,13‐06‐2012 11:24:18,0,0.00367,0.080272,777.7,44.0,‐3.415999889,0.016000001,0.349999994
BC061212_47,BC,1208725.769,2299986.021,13‐06‐2012 11:31:48,0,0.003896,0.163166,778.3,44.5,‐2.483999968,0.017000001,0.712000012
BC061212_48,BC,1208945.903,2300144.272,13‐06‐2012 11:58:12,0,0.001842,0.093484,782.5,44.7,0,0.008,0.405999988
BC061212_49,BC,1208980.405,2300346.993,13‐06‐2012 12:38:12,0,0,0.035014,781.1,44.0,0,‐0.003,0.151999995
BC061212_50,BC,1208928.035,2300567.673,13‐06‐2012 12:50:21,0,0.00183,0.118729,781.1,46.2,0,0.008,0.518999994
BC061212_51,BC,1208986.46,2300769.22,13‐06‐2012 12:58:55,0,0.002052,1.09769,780.1,46.9,0,0.009,4.815000057
BC061212_52,BC,1209151.869,2300758.414,13‐06‐2012 13:04:51,0,0.00206,0.056073,783.9,47.2,0,0.009,0.245000005
BC061212_53,BC,1208969.779,2300942.293,13‐06‐2012 13:14:25,0,0.002058,0.068377,784.0,47.5,0,0.009,0.298999995
BC061212_54,BC,1208967.294,2301149.813,13‐06‐2012 13:28:42,21.76935,0.00344,1.749878,786.5,47.6,94.92099762,0.015,7.630000114
BC061212_55,BC,1209132.806,2301131.334,13‐06‐2012 13:36:45,0,0.002982,0.089225,786.6,47.6,0,0.013,0.388999999
BC061212_56,BC,1209157.048,2301003.315,13‐06‐2012 13:47:56,0,0.003455,0.19577,789.6,47.5,0,0.015,0.850000024
BC061212_57,BC,1209095.401,2301308.503,13‐06‐2012 14:07:22,0,0.000459,0.678433,787.1,47.5,‐0.474000007,0.002,2.954999924
BC061212_58,BC,1209135.569,2301387.46,13‐06‐2012 14:14:28,0,0.002064,0.199323,786.6,47.6,0,0.009,0.869000018
BC061212_59,BC,1208948.475,2301334.821,13‐06‐2012 14:24:23,0,0.003663,0.121101,785.8,47.9,0,0.016000001,0.528999984
bph062912_01,BPH,1238146.208,2386353.719,29‐06‐2012 14:43:44,0,0.000468,0.022675,786.9,41.7,‐0.025,0.002,0.097000003
bph062912_02,BPH,1238350.638,2386369.815,29‐06‐2012 14:50:34,0,0.000932,0.206504,784.6,41.7,0,0.004,0.885999978
bph062912_03,BPH,1238539.881,2386362.166,29‐06‐2012 14:55:21,0,0.004203,0.133081,785.7,41.6,0,0.017999999,0.569999993
bph062912_04,BPH,1238345.329,2386170.025,29‐06‐2012 15:01:26,0,0.000699,0.108763,784.0,41.7,0,0.003,0.467000008
bph062912_05,BPH,1238546.054,2386168.921,29‐06‐2012 15:06:33,0,0.000698,0.041884,783.8,41.9,0,0.003,0.180000007
bph062912_06,BPH,1238570.575,2386066.01,29‐06‐2012 15:11:36,3.765076,0.000696,1.390493,782.3,42.1,16.22200012,0.003,5.991000175
bph062912_07,BPH,1238571.99,2385951.066,29‐06‐2012 15:16:21,2.516655,0.000928,0.635542,782.3,42.3,10.85000038,0.004,2.74000001
bph062912_08,BPH,1238350.526,2385955.134,29‐06‐2012 15:20:48,0,0.001852,0.095619,781.6,42.6,‐30.49500084,0.008,0.412999988
bph062912_09,BPH,1238544.167,2385765.487,29‐06‐2012 15:25:28,0,0.001618,0.10816,781.2,43.0,0,0.007,0.467999995
bph062912_10,BPH,1238560.557,2385566.01,29‐06‐2012 15:30:10,0,0.000923,0.149772,780.8,43.3,0,0.004,0.648999989
bph062912_100,BPH,1240752.936,2381330.792,03‐07‐2012 11:05:48,0,0.001395,0.215576,771.9,37.3,0,0.006,0.926999986
bph062912_101,BPH,1240755.963,2381556.549,03‐07‐2012 11:12:59,0,0.000465,1.111841,773.0,38.0,0,0.002,4.784999847
bph062912_102,BPH,1240757.151,2381772.861,03‐07‐2012 11:17:29,0.308139,0.001624,1.532111,773.4,38.6,1.327999949,0.007,6.603000164
bph062912_103,BPH,1240708.467,2381753.597,03‐07‐2012 11:20:38,167.7701,0.004867,2.126213,773.5,39.0,723.8800049,0.021,9.173999786
bph062912_104,BPH,1240960.816,2381975.192,03‐07‐2012 11:28:46,0,0.002312,0.003931,773.7,39.8,0,0.01,0.017000001
bph062912_105,BPH,1240944.187,2381774.123,03‐07‐2012 11:39:07,0,0.002759,0.292928,771.3,40.6,0,0.012,1.274000049
bph062912_106,BPH,1240945.842,2381578.485,03‐07‐2012 11:48:24,0.443205,0,0.289576,772.3,41.4,1.929999948,0,1.261000037
bph062912_107,BPH,1241128.296,2381558.891,03‐07‐2012 11:54:44,0,0.001603,0.271569,771.3,41.9,‐0.675000012,0.007,1.18599999
bph062912_108,BPH,1241187.431,2381737.247,03‐07‐2012 12:03:32,0,0.003198,0.059155,771.3,42.7,0,0.014,0.259000003
bph062912_109,BPH,1241146.418,2381392.226,03‐07‐2012 12:12:47,1.608525,0.000913,0.706838,772.2,43.4,7.050000191,0.004,3.09800005
bph062912_11,BPH,1238570.543,2385381.664,29‐06‐2012 15:34:18,0,0.002763,0.181468,779.9,43.6,0,0.012,0.787999988
bph062912_110,BPH,1241226.392,2381382.631,03‐07‐2012 12:18:48,0,0.00431,0.116368,768.7,43.8,0,0.018999999,0.513000011
bph062912_111,BPH,1241244.987,2381556.837,03‐07‐2012 12:34:42,0,0.00136,0.073458,770.0,44.5,0,0.006,0.324000001
bph062912_112,BPH,1240948.43,2381344.683,03‐07‐2012 12:49:06,0,0.002943,0.320146,770.4,45.1,0,0.013,1.414000034
bph062912_113,BPH,1240929.665,2381202.008,03‐07‐2012 12:59:00,0,0.005222,0.257683,773.0,45.3,0,0.023,1.13499999
bph062912_114,BPH,1241185.116,2381186.772,03‐07‐2012 13:16:38,0,0.003612,0.149664,771.0,46.3,0,0.016000001,0.662999988
bph062912_115,BPH,1241346.861,2381183.495,03‐07‐2012 13:25:46,0,0.001127,0.059074,771.3,46.8,0,0.005,0.261999995
bph062912_116,BPH,1241558.677,2381191.925,03‐07‐2012 13:33:29,0,0.001572,0.309075,769.1,47.1,0,0.007,1.376000047
bph062912_117,BPH,1241567.345,2380963.91,03‐07‐2012 13:41:40,0,0.000224,0.06378,766.5,47.2,0,0.001,0.284999996
bph062912_118,BPH,1241745.234,2381007.38,03‐07‐2012 13:56:39,0,0.002907,0.140429,765.9,47.2,‐0.021,0.013,0.628000021
bph062912_119,BPH,1241780.332,2380796.045,03‐07‐2012 14:06:44,0,0.00622,0.143956,760.9,47.2,0,0.028000001,0.648000002
bph062912_12,BPH,1238781.68,2385372.663,29‐06‐2012 15:39:24,0,0.001149,1.441156,778.9,43.9,0,0.005,6.271999836
bph062912_120,BPH,1241966.239,2380798.279,03‐07‐2012 14:18:45,0,0.001561,0.013382,763.9,47.2,0,0.007,0.059999999
bph062912_121,BPH,1241941.554,2380570.866,03‐07‐2012 14:29:37,0,0.003546,0.155132,759.3,47.3,0,0.016000001,0.699999988
bph062912_122,BPH,1241938.865,2380357.705,03‐07‐2012 14:39:44,0,0.001782,0.108719,763.3,47.3,‐0.012,0.008,0.488000005
bph062912_123,BPH,1241953.119,2380170.629,03‐07‐2012 14:46:54,0,0.006921,0.259188,764.4,47.1,0,0.030999999,1.161000013
bph062912_124,BPH,1241708.82,2380163.765,03‐07‐2012 14:58:23,0,0.002461,0.197558,764.4,46.4,0,0.011,0.883000016
bph062912_125,BPH,1241567.9,2380369.422,03‐07‐2012 15:17:38,0,0.003378,0.290276,766.5,45.2,0,0.015,1.289000034
bph062912_126,BPH,1241737.212,2380367.686,03‐07‐2012 15:35:56,0,0.000681,0,768.0,43.5,0,0.003,‐0.236000001
bph062912_127,BPH,1241742.352,2380566.66,03‐07‐2012 15:43:03,0,0.001356,0.070762,763.7,42.8,0,0.006,0.312999994
bph062912_128,BPH,1241565.068,2380564.753,03‐07‐2012 15:48:40,0,0.00294,0.177735,762.9,42.4,0,0.013,0.786000013
bph062912_129,BPH,1241545.549,2380736.712,03‐07‐2012 15:56:41,0,0.00091,0.637164,766.0,41.8,0,0.004,2.801000118
bph062912_13,BPH,1238930.434,2385377.012,29‐06‐2012 15:43:21,0,0.003218,0.936774,780.0,44.2,0,0.014,4.074999809
bph062912_130,BPH,1241375.814,2380774.853,03‐07‐2012 16:05:21,0,0.000683,0.617202,765.7,41.3,0,0.003,2.710000038
bph062912_131,BPH,1241346.941,2380953.259,03‐07‐2012 16:14:22,0,0.000457,0.055991,767.6,41.0,0,0.002,0.245000005
bph062912_132,BPH,1241184.374,2380971.447,03‐07‐2012 16:20:48,0,0.001373,0.252346,767.7,40.7,0,0.006,1.103000045
