Site Pt                                         Abbrev,Area,Northing,Easting,Date Time,CH4 flux,H2S flux,CO2 flux,Pressure,Temp,CH4 slope,H2S slope,CO2 slope
BasinCreek062619_50,BC2CJ,1212851.692,2305541.252,26-06-2019 13:57:11,1.392322,0.000000,1.179035,791.4,43.7,5.96,-0.003,5.047
BasinCreek062619_51,BC2CJ,1212799.546,2305524.903,26-06-2019 14:01:14,4.215076,0.000000,0.167042,791.2,43.6,18.042,0,0.715
BasinCreek062619_52,BC2CJ,1212913.268,2305366.021,26-06-2019 14:05:13,0.000000,0.000233,0.000000,790.5,43.6,-0.221,0.001,-0.522
BasinCreek062619_53,BC2CJ,1212786.726,2305335.381,26-06-2019 14:11:36,8.493764,0.000700,1.226621,790.0,43.7,36.423,0.003,5.26
BasinCreek062719_100,BC2CJ,1213628.323,2306116.009,27-06-2019 12:59:42,0.000000,0.000000,0.055209,793.5,44.1,-1.989,-0.007,0.236
BasinCreek062719_101,BC2CJ,1212233.613,2304777.313,27-06-2019 13:36:02,0.000000,0.000000,0.539447,793.3,44.3,0,-0.006,2.308
BasinCreek062719_102,BC2CJ,1212333.679,2304555.527,27-06-2019 13:42:38,0.000000,0.000000,0.198981,788.3,44.4,0,-0.002,0.857
BasinCreek062719_103,BC2CJ,1212391.854,2304481.743,27-06-2019 13:46:13,0.000000,0.000000,1.238489,786.6,44.6,-0.138,-0.013,5.349
BasinCreek062719_104,BC2CJ,1212400.136,2304435.922,27-06-2019 13:51:21,0.000000,0.002546,0.553557,786.7,44.8,0,0.011,2.392
BasinCreek062719_105,BC2CJ,1212315.622,2304139.612,27-06-2019 13:59:56,0.000000,0.000000,0.071923,787.4,45.3,-0.359,0,0.311
BasinCreek062719_106,BC2CJ,1212203.021,2304240.778,27-06-2019 14:04:13,0.000000,0.000000,0.074316,788.5,45.4,-0.119,-0.011,0.321
BasinCreek062719_107,BC2CJ,1212179.009,2304340.701,27-06-2019 14:11:36,0.000000,0.000000,0.044532,790.2,45.5,-0.112,-0.002,0.192
BasinCreek062719_108,BC2CJ,1212042.952,2304382.277,27-06-2019 14:17:38,0.000000,0.000000,0.176450,790.2,45.6,-0.05,-0.006,0.761
BasinCreek062719_109,BC2CJ,1212008.135,2304291.737,27-06-2019 14:20:47,0.000000,0.000000,0.129117,790.0,45.6,0,-0.005,0.557
BasinCreek062719_110,BC2CJ,1211740.234,2304410.444,27-06-2019 14:26:19,0.000000,0.000000,0.000000,791.0,45.7,-0.068,-0.007,-0.054
BasinCreek062719_111,BC2CJ,1211666.39,2304368.239,27-06-2019 14:29:12,0.000000,0.000000,0.006524,794.1,45.6,-0.882,-0.005,0.028
BasinCreek062719_112,BC2CJ,1211678.849,2304216.463,27-06-2019 14:33:02,0.000000,0.000000,0.000000,795.1,45.6,-0.072,-0.007,-1.011
BasinCreek062719_113,BC2CJ,1211495.666,2304175.781,27-06-2019 14:36:46,0.000000,0.000000,0.059876,794.0,45.6,0,-0.006,0.257
BasinCreek062719_114,BC2CJ,1211371.636,2304196.715,27-06-2019 14:39:48,0.000000,0.000000,0.070071,796.0,45.6,0,-0.016,0.3
BasinCreek062719_115,BC2CJ,1211355.571,2304492.156,27-06-2019 14:45:42,0.000000,0.000000,0.000000,797.9,45.7,0,-0.009,-0.259
BasinCreek062719_116,BC2CJ,1211325.032,2304601.343,27-06-2019 14:50:57,0.000000,0.000000,0.051625,796.6,45.8,-0.562,-0.002,0.221
BasinCreek062719_117,BC2CJ,1211172.235,2304733.724,27-06-2019 14:58:26,0.000000,0.000000,0.066816,794.9,46.2,-0.151,-0.012,0.287
BasinCreek062719_118,BC2CJ,1211237.517,2304836.907,27-06-2019 15:01:35,0.000000,0.000000,0.027872,793.3,46.3,0,-0.013,0.12
BasinCreek062719_119,BC2CJ,1211263.26,2304990.565,27-06-2019 15:05:06,0.000000,0.000000,0.035302,793.5,46.4,-0.073,-0.011,0.152
BasinCreek062719_120,BC2CJ,1211385.09,2305032.575,27-06-2019 15:07:45,0.000000,0.000000,0.100226,792.9,46.5,0,-0.011,0.432
BasinCreek062719_121,BC2CJ,1211424.3,2304779.405,27-06-2019 15:11:36,0.000000,0.000000,0.206611,792.5,46.5,0,-0.012,0.891
BasinCreek062719_122,BC2CJ,1211526.403,2304721.819,27-06-2019 15:14:37,0.000000,0.000000,0.277983,791.7,46.5,-0.044,-0.003,1.2
BasinCreek062719_123,BC2CJ,1211571.096,2304679.974,27-06-2019 15:17:28,0.000000,0.000000,0.283755,791.0,46.5,0,-0.006,1.226
BasinCreek062719_124,BC2CJ,1211747.426,2304598.347,27-06-2019 15:25:37,0.000000,0.000000,0.046530,791.4,46.6,-0.001,-0.007,0.201
BasinCreek062719_125,BC2CJ,1211954.893,2304600.921,27-06-2019 15:30:24,0.000000,0.000000,0.019199,791.3,46.8,-0.002,-0.014,0.083
BasinCreek062719_126,BC2CJ,1212126.652,2304584.026,27-06-2019 15:33:08,0.000000,0.000000,0.055788,788.6,46.8,-0.679,-0.031,0.242
BasinCreek062719_127,BC2CJ,1211755.202,2305033.689,27-06-2019 15:39:09,0.000000,0.000000,0.066940,787.4,47.0,-0.177,-0.037,0.291
BasinCreek062719_128,BC2CJ,1211759.437,2305130.54,27-06-2019 15:41:16,0.000000,0.000000,0.067212,790.6,47.0,-0.376,-0.036,0.291
BasinCreek062719_129,BC2CJ,1211589.62,2304996.74,27-06-2019 15:44:09,0.000000,0.000000,0.063764,790.8,47.0,-0.577,-0.027,0.276
BasinCreek062719_54,BC2CJ,1212360.415,2305273.377,27-06-2019 09:20:21,0.000000,0.000000,0.122869,792.8,29.2,-0.001,-0.002,0.501
BasinCreek062719_55,BC2CJ,1212540.743,2305414.68,27-06-2019 09:24:56,0.000000,0.000000,0.038407,792.9,30.0,-0.284,-0.001,0.157
BasinCreek062719_56,BC2CJ,1212527.52,2305534.028,27-06-2019 09:28:03,0.000000,0.000000,0.104057,790.9,30.4,-0.001,0,0.427
BasinCreek062719_57,BC2CJ,1212439.82,2305567.141,27-06-2019 09:30:54,0.000000,0.000000,0.101827,791.4,30.7,0,-0.003,0.418
BasinCreek062719_58,BC2CJ,1212564.212,2305794.3,27-06-2019 09:35:35,0.000000,0.000000,0.217088,792.2,31.3,-0.001,-0.001,0.892
BasinCreek062719_59,BC2CJ,1212159.04,2305569.347,27-06-2019 09:45:30,0.000000,0.000000,0.052953,793.8,32.5,0,0,0.218
BasinCreek062719_60,BC2CJ,1212321.456,2305792.419,27-06-2019 09:50:25,0.000000,0.000000,0.081302,794.4,33.0,-0.633,-0.001,0.335
BasinCreek062719_61,BC2CJ,1212327.488,2305926.976,27-06-2019 09:53:19,0.000000,0.000000,0.143616,794.6,33.2,0,-0.001,0.592
BasinCreek062719_62,BC2CJ,1212443.309,2306060.223,27-06-2019 09:58:23,0.000000,0.000000,0.109108,795.2,33.6,-0.708,-0.001,0.45
BasinCreek062719_63,BC2CJ,1212798.17,2306021.371,27-06-2019 10:08:17,0.000000,0.000000,0.166510,797.5,34.6,0,-0.001,0.687
BasinCreek062719_64,BC2CJ,1212918.947,2306047.371,27-06-2019 10:11:28,0.000000,0.000000,0.364852,794.5,34.8,0,0,1.512
BasinCreek062719_65,BC2CJ,1212999.552,2306138.912,27-06-2019 10:14:49,0.000000,0.000000,0.024815,794.0,35.1,-0.704,-0.001,0.103
BasinCreek062719_66,BC2CJ,1213302.173,2306121.697,27-06-2019 10:21:15,0.000000,0.000000,0.046720,795.5,35.8,0,-0.002,0.194
BasinCreek062719_67,BC2CJ,1213220.191,2306182.236,27-06-2019 10:25:20,0.000000,0.000000,0.042658,792.9,36.3,-0.001,-0.004,0.178
BasinCreek062719_68,BC2CJ,1213172.659,2306319.039,27-06-2019 10:29:04,0.000000,0.000000,0.007661,793.4,36.8,0,-0.002,0.032
BasinCreek062719_69,BC2CJ,1213299.286,2306520.196,27-06-2019 10:36:52,0.000000,0.000000,0.047324,794.1,37.6,-0.12,-0.003,0.198
BasinCreek062719_70,BC2CJ,1213367.44,2306403.2,27-06-2019 10:40:53,0.000000,0.000000,0.109322,795.3,37.8,-0.004,0,0.457
BasinCreek062719_71,BC2CJ,1213580.814,2306415.295,27-06-2019 10:49:00,0.000000,0.000000,0.113091,795.0,38.5,0,-0.001,0.474
BasinCreek062719_72,BC2CJ,1213610.66,2306540.109,27-06-2019 10:53:29,0.000000,0.000000,0.057001,792.4,38.9,-0.001,-0.001,0.24
BasinCreek062719_73,BC2CJ,1213684.705,2306622.947,27-06-2019 10:57:00,0.000000,0.000000,0.038913,792.4,39.2,-0.175,-0.002,0.164
BasinCreek062719_74,BC2CJ,1213968.981,2306588.32,27-06-2019 11:04:59,0.000000,0.000000,0.163777,791.9,39.8,-0.001,-0.001,0.692
BasinCreek062719_75,BC2CJ,1213961.242,2306698.087,27-06-2019 11:08:27,0.000000,0.000000,0.105411,789.8,40.1,0,-0.001,0.447
BasinCreek062719_76,BC2CJ,1214088.812,2306790.971,27-06-2019 11:13:55,0.000000,0.000000,0.000000,790.1,40.7,-0.002,-0.002,-0.05
BasinCreek062719_77,BC2CJ,1214231.657,2306881.303,27-06-2019 11:19:44,0.000000,0.000000,0.068344,789.1,41.1,0,0,0.291
BasinCreek062719_78,BC2CJ,1214354.164,2307031.95,27-06-2019 11:24:30,0.000000,0.000000,0.247727,788.2,41.4,-0.004,-0.002,1.057
BasinCreek062719_79,BC2CJ,1214375.031,2307112.844,27-06-2019 11:27:52,0.000000,0.000000,0.129281,787.9,41.5,-0.012,-0.001,0.552
BasinCreek062719_80,BC2CJ,1214415.024,2306935.886,27-06-2019 11:32:13,0.000000,0.000000,0.081847,787.2,41.7,-0.006,-0.002,0.35
BasinCreek062719_81,BC2CJ,1214421.814,2306786.415,27-06-2019 11:37:32,0.000000,0.000000,0.052736,786.5,42.1,-0.049,-0.001,0.226
BasinCreek062719_82,BC2CJ,1214497.98,2306732.537,27-06-2019 11:40:48,0.000000,0.000000,0.044107,787.1,42.3,-0.107,-0.003,0.189
BasinCreek062719_83,BC2CJ,1214520.688,2306827.659,27-06-2019 11:45:29,0.000000,0.000000,0.084438,787.7,42.7,-0.237,-0.001,0.362
BasinCreek062719_84,BC2CJ,1214613.961,2306869.705,27-06-2019 11:48:38,0.000000,0.000000,0.061194,786.0,42.8,0,-0.002,0.263
BasinCreek062719_85,BC2CJ,1214642.647,2307050.194,27-06-2019 11:52:21,0.000000,0.000000,0.177750,785.4,43.0,0,-0.001,0.765
BasinCreek062719_86,BC2CJ,1214727.268,2306911.552,27-06-2019 11:56:46,0.000000,0.000000,0.268147,785.0,43.1,-0.001,-0.002,1.155
BasinCreek062719_87,BC2CJ,1214772.939,2306799.601,27-06-2019 12:01:49,0.000000,0.000000,0.770093,784.8,43.3,-0.285,-0.008,3.32
BasinCreek062719_88,BC2CJ,1214935.243,2306743.442,27-06-2019 12:06:03,0.000000,0.000000,0.159305,786.2,43.5,-0.052,-0.003,0.686
BasinCreek062719_89,BC2CJ,1214971.644,2306601.142,27-06-2019 12:09:33,0.000000,0.000000,0.208086,785.0,43.7,0,-0.003,0.898
BasinCreek062719_90,BC2CJ,1214843.35,2306575.752,27-06-2019 12:13:20,0.000000,0.000000,0.048155,784.8,43.9,-0.439,-0.003,0.208
BasinCreek062719_91,BC2CJ,1214566.714,2306532.997,27-06-2019 12:19:56,0.000000,0.000000,0.066985,786.2,44.1,-0.232,-0.003,0.289
BasinCreek062719_92,BC2CJ,1214542.929,2306368.574,27-06-2019 12:23:49,0.000000,0.000000,0.160965,789.0,44.1,0,-0.001,0.692
BasinCreek062719_93,BC2CJ,1214428.849,2306364.18,27-06-2019 12:26:35,0.000000,0.000000,0.069792,789.1,44.1,-0.102,-0.005,0.3
BasinCreek062719_94,BC2CJ,1214466.317,2306534.727,27-06-2019 12:30:54,0.000000,0.000000,0.077072,789.8,44.1,0,-0.005,0.331
BasinCreek062719_95,BC2CJ,1214245.007,2306598.14,27-06-2019 12:36:00,0.000000,0.000000,0.008149,789.5,44.0,0,-0.003,0.035
BasinCreek062719_96,BC2CJ,1214106.312,2306424.581,27-06-2019 12:40:10,0.000000,0.000000,0.027703,789.4,44.0,0,-0.004,0.119
BasinCreek062719_97,BC2CJ,1213984.456,2306431.946,27-06-2019 12:43:44,0.000000,0.000000,0.012609,791.8,44.0,-0.019,-0.001,0.054
BasinCreek062719_98,BC2CJ,1213824.351,2306409.514,27-06-2019 12:50:13,0.000000,0.000000,0.039011,792.1,44.0,-0.162,-0.002,0.167
BasinCreek062719_99,BC2CJ,1213700.8,2306182.456,27-06-2019 12:55:36,0.000000,0.000000,0.014482,792.3,44.1,-0.102,-0.001,0.062
CarbonJunction062819_01,BC2CJ,1214198.698,2310177.863,28-06-2019 09:28:09,0.000000,0.000000,0.081062,813.1,28.0,-0.009,-0.004,0.321
CarbonJunction062819_02,BC2CJ,1214312.755,2310113.312,28-06-2019 09:32:10,0.000000,0.000000,0.164125,813.2,29.0,0,-0.003,0.652
CarbonJunction062819_03,BC2CJ,1214506.684,2310077.021,28-06-2019 09:38:41,0.597765,0.001501,0.395425,812.8,30.8,2.39,0.006,1.581
CarbonJunction062819_04,BC2CJ,1214521.396,2310104.547,28-06-2019 09:41:44,58.279150,0.007731,1.146460,812.6,31.6,233.684,0.031,4.597
CarbonJunction062819_05,BC2CJ,1214554.603,2310106.522,28-06-2019 09:44:36,0.506767,0.000000,0.392328,813.0,32.5,2.037,0,1.577
CarbonJunction062819_06,BC2CJ,1214593.181,2310146.064,28-06-2019 09:47:48,0.259525,0.000000,0.186332,813.2,33.4,1.046,0,0.751
CarbonJunction062819_07,BC2CJ,1214777.957,2310171.105,28-06-2019 09:51:40,0.640014,0.000000,0.290938,813.5,34.4,2.587,0,1.176
CarbonJunction062819_08,BC2CJ,1214884.717,2310197.135,28-06-2019 09:55:01,0.000000,0.000000,0.526702,813.2,35.3,-0.92,0,2.136
CarbonJunction062819_09,BC2CJ,1214902.013,2310181.256,28-06-2019 09:57:38,0.000000,0.001477,0.082711,813.4,35.9,0,0.006,0.336
CarbonJunction062819_10,BC2CJ,1214936.465,2310178.904,28-06-2019 10:04:19,0.747877,0.000980,0.232471,813.1,37.3,3.053,0.004,0.949
CarbonJunction062819_11,BC2CJ,1215232.358,2310279.245,28-06-2019 10:07:51,0.000000,0.000000,0.117525,813.1,38.1,0,0,0.481
CarbonJunction062819_12,BC2CJ,1215193.732,2310302.489,28-06-2019 10:10:41,0.000000,0.000000,0.330965,813.2,38.7,0,-0.007,1.357
CarbonJunction062819_13,BC2CJ,1215181.826,2310314.634,28-06-2019 10:13:40,0.000000,0.000000,0.211466,813.6,39.2,-0.565,-0.002,0.868
CarbonJunction062819_14,BC2CJ,1215165.334,2310325.395,28-06-2019 10:16:29,0.000000,0.000000,0.188553,813.8,39.7,-0.001,-0.002,0.775
CarbonJunction062819_15,BC2CJ,1215148.079,2310327.508,28-06-2019 10:18:50,0.000000,0.000000,0.127598,814.0,40.1,-0.001,-0.006,0.525
CarbonJunction062819_16,BC2CJ,1214983.614,2310351.172,28-06-2019 10:29:53,0.000000,0.000000,0.435121,814.2,41.7,0,-0.001,1.799
CarbonJunction062819_17,BC2CJ,1214971.262,2310345.533,28-06-2019 10:32:31,0.000000,0.000000,0.355979,814.6,41.9,0,-0.001,1.472
CarbonJunction062819_18,BC2CJ,1214963.205,2310356.722,28-06-2019 10:36:46,5.414198,0.002417,0.438976,814.5,42.0,22.398,0.01,1.816
CarbonJunction062819_19,BC2CJ,1214943.043,2310355.077,28-06-2019 10:39:48,49.956970,0.002657,1.681422,814.3,42.2,206.849,0.011,6.962
CarbonJunction062819_20,BC2CJ,1214899.732,2310341.856,28-06-2019 10:43:41,2.425578,0.003136,0.564296,814.2,42.5,10.054,0.013,2.339
CarbonJunction062819_21,BC2CJ,1214907.389,2310354.083,28-06-2019 10:47:17,15.591090,0.006990,0.884129,814.5,42.9,64.683,0.029,3.668
CarbonJunction062819_22,BC2CJ,1214823.816,2310286.495,28-06-2019 10:55:12,0.000000,0.000000,0.443104,814.3,43.8,-0.085,-0.003,1.844
CarbonJunction062819_23,BC2CJ,1214643.047,2310330.717,28-06-2019 11:00:48,1.667010,0.004078,0.705181,814.1,44.3,6.95,0.017,2.94
CarbonJunction062819_24,BC2CJ,1214480.134,2310335.164,28-06-2019 11:04:04,0.000000,0.000000,0.422363,814.1,44.5,-0.235,-0.011,1.762
CarbonJunction062819_25,BC2CJ,1214226.713,2310310.09,28-06-2019 11:08:31,0.000000,0.000000,0.096247,813.9,44.8,-0.001,-0.001,0.402
CarbonJunction062819_26,BC2CJ,1215409.15,2310607.755,28-06-2019 11:37:16,0.000000,0.000000,0.162739,813.9,45.4,0,-0.014,0.681
CarbonJunction062819_27,BC2CJ,1215214.887,2310584.619,28-06-2019 11:40:09,0.000000,0.000000,0.180196,813.7,45.3,0,-0.004,0.754
CarbonJunction062819_28,BC2CJ,1215173.926,2310684.771,28-06-2019 11:43:17,0.428078,0.001912,0.519621,813.8,45.3,1.791,0.008,2.174
CarbonJunction062819_29,BC2CJ,1215034.881,2310681.234,28-06-2019 11:46:46,0.000000,0.000000,0.028659,813.4,45.4,-0.026,-0.003,0.12
CarbonJunction062819_30,BC2CJ,1214959.743,2310608.071,28-06-2019 11:50:04,0.000000,0.000000,0.269330,813.0,45.6,0,-0.005,1.129
CarbonJunction062819_31,BC2CJ,1214794.611,2310546.664,28-06-2019 11:56:17,0.000000,0.000000,0.014316,813.4,45.7,-0.191,-0.002,0.06
CarbonJunction062819_32,BC2CJ,1214612.599,2310553.689,28-06-2019 11:59:44,0.000000,0.000000,0.148959,813.8,45.7,-0.002,-0.006,0.624
CarbonJunction062819_33,BC2CJ,1214390.59,2310562.996,28-06-2019 12:04:05,0.000000,0.000000,0.552933,813.8,45.8,-0.059,-0.002,2.317
CarbonJunction062819_34,BC2CJ,1214254.97,2310588.884,28-06-2019 12:07:13,0.000000,0.000000,0.168481,813.8,45.8,0,-0.001,0.706
CarbonJunction062819_35,BC2CJ,1214200.645,2310656.038,28-06-2019 12:10:20,0.000000,0.000000,0.068981,813.7,45.7,0,-0.008,0.289
CarbonJunction062819_36,BC2CJ,1214380.118,2310694.09,28-06-2019 12:13:55,0.000000,0.000000,0.061747,813.0,45.8,0,-0.002,0.259
CarbonJunction062819_37,BC2CJ,1214542.99,2310745.634,28-06-2019 12:16:44,0.000000,0.000000,0.009533,812.7,45.8,0,-0.004,0.04
CarbonJunction062819_38,BC2CJ,1214754.3,2310741.136,28-06-2019 12:19:51,0.000000,0.000000,0.054568,812.6,45.8,-0.027,-0.006,0.229
CarbonJunction062819_39,BC2CJ,1214764.864,2310865.298,28-06-2019 12:22:26,0.000000,0.000000,0.106231,812.5,45.9,0,-0.002,0.446
CarbonJunction062819_40,BC2CJ,1214759.449,2311303.085,28-06-2019 12:27:43,0.000000,0.000000,0.001904,812.3,46.1,0,-0.005,0.008
CarbonJunction062819_41,BC2CJ,1214809.499,2311172.933,28-06-2019 12:30:38,0.000000,0.000000,0.099772,811.1,46.2,-0.09,-0.006,0.42
CarbonJunction062819_42,BC2CJ,1214963.788,2311128.651,28-06-2019 12:33:53,0.000000,0.001425,0.040616,811.5,46.4,-0.085,0.006,0.171
CarbonJunction062819_43,BC2CJ,1214953.403,2310988.038,28-06-2019 12:36:35,0.000000,0.000000,0.066747,811.8,46.5,0,-0.006,0.281
CarbonJunction062819_44,BC2CJ,1215137.123,2310927.198,28-06-2019 12:39:40,0.000000,0.000000,0.212552,811.9,46.6,-0.094,-0.002,0.895
CarbonJunction062819_45,BC2CJ,1215363.287,2310806.661,28-06-2019 12:43:27,0.000000,0.000000,0.140682,811.8,46.9,0,-0.009,0.593
CarbonJunction062819_46,BC2CJ,1215583.365,2310671.162,28-06-2019 12:48:46,0.000000,0.000000,0.010195,812.1,47.2,-0.002,-0.003,0.043
CarbonJunction062819_47,BC2CJ,1215900.649,2310912.641,28-06-2019 13:13:03,0.000000,0.000000,0.063028,811.3,48.3,0,-0.003,0.267
CarbonJunction062819_48,BC2CJ,1215772.307,2310902.687,28-06-2019 13:15:44,0.000000,0.000000,0.081917,811.1,48.2,0,-0.007,0.347
CarbonJunction062819_49,BC2CJ,1215567.222,2310891.31,28-06-2019 13:19:18,0.000000,0.000000,0.007088,811.5,48.1,-0.001,-0.008,0.03
CarbonJunction062819_50,BC2CJ,1215731.808,2310692.207,28-06-2019 13:23:15,0.000000,0.000000,0.000000,810.7,48.0,-0.287,-0.013,-0.775
CarbonJunction062819_51,BC2CJ,1215937.755,2310785.787,28-06-2019 13:28:21,0.000000,0.000000,0.072025,810.6,47.9,0,-0.007,0.305
CarbonJunction062819_52,BC2CJ,1216210.475,2310940.141,28-06-2019 13:33:03,0.000000,0.000000,0.085649,811.9,47.8,-0.102,-0.003,0.362
CarbonJunction062819_53,BC2CJ,1215420.767,2311094.71,28-06-2019 13:42:06,0.000000,0.000000,0.083619,811.6,47.3,-0.687,-0.016,0.353
CarbonJunction062819_54,BC2CJ,1215191.144,2311223.488,28-06-2019 13:45:57,0.000000,0.000000,0.077163,810.2,47.0,-0.231,-0.003,0.326
CarbonJunction062819_55,BC2CJ,1215028.643,2311370.702,28-06-2019 13:49:02,0.000000,0.000000,0.064638,810.2,46.9,0,-0.005,0.273
CarbonJunction062819_56,BC2CJ,1215405.884,2311187.025,28-06-2019 13:53:55,0.000000,0.000000,0.013260,810.0,46.8,-0.158,-0.004,0.056
CarbonJunction062819_57,BC2CJ,1215429.276,2311377.05,28-06-2019 13:57:48,0.000000,0.000000,0.049457,809.5,46.8,0,-0.005,0.209
CarbonJunction062819_58,BC2CJ,1215530.044,2311352.577,28-06-2019 14:01:00,0.000000,0.000000,0.010642,808.7,46.7,0,-0.012,0.045
CarbonJunction062819_59,BC2CJ,1215610.029,2311456.123,28-06-2019 14:04:28,0.000000,0.000000,0.231543,808.3,46.5,0,-0.004,0.979
CarbonJunction062819_60,BC2CJ,1215652.74,2311698.457,28-06-2019 14:10:22,0.000000,0.000000,0.000000,807.3,46.5,0,-0.011,0
CarbonJunction062819_61,BC2CJ,1215749.691,2311686.859,28-06-2019 14:13:05,0.000000,0.000000,0.000000,804.9,46.4,-0.142,-0.007,-0.15
CarbonJunction062819_62,BC2CJ,1215777.928,2311607.982,28-06-2019 14:15:43,0.000000,0.000000,0.036752,804.9,46.4,-0.214,-0.006,0.156
CarbonJunction062819_63,BC2CJ,1215797.323,2311373.055,28-06-2019 14:20:39,0.000000,0.000000,0.050614,804.8,46.6,0,-0.004,0.215
CarbonJunction062819_64,BC2CJ,1215652.779,2311174.005,28-06-2019 14:25:29,0.000000,0.000000,0.135184,806.8,46.7,0,-0.007,0.573
CarbonJunction062819_65,BC2CJ,1215785.15,2311185.054,28-06-2019 14:28:12,0.000000,0.000000,0.036170,808.7,46.8,0,-0.009,0.153
CarbonJunction062819_66,BC2CJ,1215995.383,2311249.718,28-06-2019 14:32:13,0.000000,0.000000,0.736371,808.4,46.9,0,-0.005,3.117
CarbonJunction062819_67,BC2CJ,1216196.991,2311229.888,28-06-2019 14:37:29,0.000000,0.000000,0.135502,808.3,47.1,-0.242,-0.008,0.574
CarbonJunction062819_68,BC2CJ,1216322.81,2311320.591,28-06-2019 14:40:34,0.000000,0.000000,0.021741,809.4,47.2,-0.258,-0.027,0.092
CarbonJunction062819_69,BC2CJ,1216411.561,2311424.771,28-06-2019 14:43:54,0.000000,0.000000,0.025501,809.0,47.3,-0.53,-0.045,0.108
CarbonJunction062819_70,BC2CJ,1216367.765,2311494.553,28-06-2019 14:49:17,3.377183,0.004246,2.792145,809.0,47.6,14.316,0.018,11.836
CarbonJunction070119_100,BC2CJ,1217329.677,2312654.367,1/7/19 11:52,0.000000,0.001657,0.036216,799.1,42.6,-0.439,0.007,0.153
CarbonJunction070119_101,BC2CJ,1217396.824,2312797.307,1/7/19 11:55,0.000000,0.000237,0.038322,799.1,42.8,0,0.001,0.162
CarbonJunction070119_102,BC2CJ,1217547.45,2312839.23,1/7/19 11:58,0.000000,0.000000,0.228239,798.9,43.1,0,-0.001,0.966
CarbonJunction070119_103,BC2CJ,1217532.963,2312950.487,1/7/19 12:01,0.000000,0.000000,0.055253,798.9,43.3,0,-0.002,0.234
CarbonJunction070119_104,BC2CJ,1217681.297,2312938.473,1/7/19 12:04,0.000000,0.000000,0.437941,798.6,43.4,-0.369,-0.003,1.856
CarbonJunction070119_105,BC2CJ,1217762.619,2312849.753,1/7/19 12:07,0.000000,0.001179,0.158996,798.9,43.6,-0.148,0.005,0.674
CarbonJunction070119_106,BC2CJ,1217774.508,2313113.973,1/7/19 12:11,0.000000,0.000000,0.240641,798.7,43.8,-0.523,-0.003,1.021
CarbonJunction070119_107,BC2CJ,1217643.486,2313149.981,1/7/19 12:14,0.000000,0.000942,0.193134,798.4,43.9,0,0.004,0.82
CarbonJunction070119_108,BC2CJ,1217648.332,2313254.148,1/7/19 12:17,2.163779,0.000941,0.584538,798.2,44.1,9.195,0.004,2.484
CarbonJunction070119_109,BC2CJ,1217520.283,2313206.392,1/7/19 12:21,0.000000,0.001411,0.260572,798.2,44.3,-0.493,0.006,1.108
CarbonJunction070119_110,BC2CJ,1217529.577,2313302.388,1/7/19 12:23,0.000000,0.001175,0.283205,798.2,44.5,-0.001,0.005,1.205
CarbonJunction070119_111,BC2CJ,1217618.223,2313360.137,1/7/19 12:26,0.000000,0.001879,0.108507,797.9,44.6,0,0.008,0.462
CarbonJunction070119_112,BC2CJ,1217703.82,2313308.332,1/7/19 12:28,0.000000,0.003050,0.127856,797.5,44.8,0,0.013,0.545
CarbonJunction070119_113,BC2CJ,1217774.019,2313264.037,1/7/19 12:31,0.000000,0.001642,0.132506,797.5,44.9,-0.555,0.007,0.565
CarbonJunction070119_114,BC2CJ,1217886.605,2313247.074,1/7/19 12:34,0.000000,0.001876,0.113722,797.6,45.0,0,0.008,0.485
CarbonJunction070119_115,BC2CJ,1218031.948,2313241.962,1/7/19 12:36,0.000000,0.000000,0.000000,797.6,45.2,0,-0.005,-0.019
CarbonJunction070119_116,BC2CJ,1218036.392,2312998.984,1/7/19 12:40,0.000000,0.002810,0.200671,797.5,45.4,0,0.012,0.857
CarbonJunction070119_117,BC2CJ,1218030.054,2312808.14,1/7/19 12:43,0.000000,0.002108,0.391298,797.8,45.5,0,0.009,1.671
CarbonJunction070119_118,BC2CJ,1218031.811,2312672.779,1/7/19 12:46,0.000000,0.002107,0.124555,797.9,45.6,0,0.009,0.532
CarbonJunction070119_119,BC2CJ,1217801.857,2312573.471,1/7/19 12:53,7.003657,0.000000,1.053150,798.9,45.7,29.886,-0.002,4.494
CarbonJunction070119_120,BC2CJ,1217888.42,2312538.237,1/7/19 12:57,0.000000,0.001644,0.455919,800.5,45.6,0,0.007,1.941
CarbonJunction070119_121,BC2CJ,1218012.678,2312510.041,1/7/19 13:03,0.000000,0.000000,0.266833,800.7,45.4,0,-0.003,1.135
CarbonJunction070119_122,BC2CJ,1217966.328,2312431.954,1/7/19 13:07,0.000000,0.000000,0.055071,801.3,45.3,0,-0.007,0.234
CarbonJunction070119_123,BC2CJ,1217826.538,2312456.532,1/7/19 13:12,0.000000,0.001176,0.158464,800.5,45.3,0,0.005,0.674
CarbonJunction070119_124,BC2CJ,1217650.812,2312423.421,1/7/19 13:16,0.000000,0.000706,0.296609,801.5,45.3,0,0.003,1.26
CarbonJunction070119_125,BC2CJ,1217635.58,2312394.36,1/7/19 13:20,0.000000,0.000000,0.057453,801.7,45.3,0,0,0.244
CarbonJunction070119_126,BC2CJ,1217562.266,2312402.671,1/7/19 13:26,0.000000,0.000706,0.301533,801.7,45.4,0,0.003,1.281
