SitePt,Area,Northing,Easting,Date Time,CH4 Flux,H2S Flux,CO2 Flux,Pressure,Temp,CH4 Slope,H2S Slope,CO2 Slope
BC060413_28,BC,1210333.741,2304162.826,04-06-2013 12:19:36,0,0.002119155,0.413235247,794.9,42.6,0,0.009,1.754999995
BC060413_29,BC,1210341.308,2304346.8,04-06-2013 12:24:31,0,0.001648954,0.15405938,795.5,42.7,0,0.007,0.653999984
BC060413_30,BC,1210309.941,2304509.123,04-06-2013 12:30:01,3185.594971,0.302851468,19.36505508,796.4,42.9,13516.49219,1.284999967,82.16600037
BC060413_31,BC,1210347.656,2304551.9,04-06-2013 12:34:52,1.219530582,0,0.269986778,795.9,43.1,5.181000233,-0.012,1.146999955
BC060413_32,BC,1210307.249,2304741.619,04-06-2013 12:41:07,0,0.003759284,0.091162637,795.2,43.4,0,0.016000001,0.388000011
BC060413_33,BC,1210541.216,2304982,04-06-2013 12:47:08,0,0.001173296,0,794.7,43.6,0,0.005,-0.301999986
BC060413_34,BC,1210542.399,2304796.559,04-06-2013 12:53:00,0,0.004210844,0.513021231,792.5,43.7,-0.012,0.017999999,2.193000078
BC060413_35,BC,1210554.23,2304551.087,04-06-2013 12:57:35,0,0.001407157,0.07387574,794.5,43.7,0,0.006,0.314999998
BC060413_36,BC,1210530.111,2304376.044,04-06-2013 13:02:29,0,0.00305249,0.159433886,795.2,43.6,0,0.013,0.67900002
BC060413_37,BC,1210535.8,2304178.169,04-06-2013 13:07:14,0,0.001645408,0.100840002,795.8,43.5,0,0.007,0.42899999
BC060413_38,BC,1210535.447,2303950.648,04-06-2013 13:12:44,0,0.001644379,0.070708297,794.8,43.3,0,0.007,0.300999999
BC060413_39,BC,1210569.173,2303770.343,04-06-2013 13:18:01,0,0.001875507,0.020630578,793.2,43.3,0,0.008,0.088
BC060413_40,BC,1210753.357,2303567.349,04-06-2013 13:25:46,0,0.001641693,0.088416867,793.0,43.1,0,0.007,0.377000004
BC060413_41,BC,1210726.289,2303768.506,04-06-2013 13:31:14,0,0.001170345,0.01427821,791.7,43.2,0,0.005,0.061000001
BC060413_42,BC,1210745.015,2303965.711,04-06-2013 13:38:28,0,0.001170715,0.089442633,791.7,43.1,0,0.005,0.381999999
BC060413_43,BC,1210746.582,2304147.104,04-06-2013 13:45:01,0,0.002105158,0.006783286,790.9,43.1,0,0.009,0.028999999
BC060413_44,BC,1210737.687,2304371.859,04-06-2013 13:52:38,0,0.001406545,0.048994653,792.4,43.0,0,0.006,0.209000006
BC060413_45,BC,1210748.844,2304552.655,04-06-2013 13:59:55,0,0.000706116,0.361531168,795.1,42.8,0,0.003,1.536000013
BC060413_46,BC,1210718.814,2304753.516,04-06-2013 14:05:22,0,0.00070474,0.125443727,793.3,42.7,0,0.003,0.533999979
BC060413_47,BC,1210761.686,2304980.131,04-06-2013 14:11:54,0,0.00093829,0.273511618,792.4,42.8,0,0.004,1.166000009
BC060413_48,BC,1210966.551,2304941.495,04-06-2013 14:20:43,0,0.002576713,0.026469873,791.8,43.0,0,0.011,0.112999998
BC060413_49,BC,1210926.751,2304788.589,04-06-2013 14:25:41,0,0.000934739,0.007477909,790.4,43.2,0,0.004,0.032000002
BC060413_50,BC,1210927.45,2304573.677,04-06-2013 14:33:05,1.062318206,0.001866172,0.069748163,790.0,43.6,4.553999901,0.008,0.298999995
BC060413_51,BC,1210928.485,2304386.034,04-06-2013 14:39:11,0,0.005143665,0.133735299,792.3,43.8,0,0.022,0.572000027
BC060413_52,BC,1210953.838,2304126.099,04-06-2013 14:48:29,0,0.001639098,0.094365217,794.0,44.0,-0.055,0.007,0.402999997
BC060413_53,BC,1210965.406,2303988.999,04-06-2013 14:57:09,0,0.001405384,0.02576538,794.0,43.9,0,0.006,0.109999999
BC060413_54,BC,1210957.234,2303742.857,04-06-2013 15:05:37,0,0.002563393,0.055928569,789.7,43.8,0,0.011,0.239999995
BC060413_55,BC,1210964.693,2303549.685,04-06-2013 15:13:12,0,0.00092984,0,787.5,43.7,0,0.004,-0.007
BC060413_56,BC,1211151.508,2303554.026,04-06-2013 15:25:07,0,0.001396349,0.063766599,787.9,43.5,0,0.006,0.273999989
BC060413_57,BC,1211338.264,2303379.701,04-06-2013 15:33:33,0,0.001624418,0.035969254,785.4,43.4,0,0.007,0.155000001
BC060413_58,BC,1211359.142,2303577.391,04-06-2013 15:40:44,0,0.000926404,0.041919779,783.6,43.3,0,0.004,0.180999994
BC060413_59,BC,1211152.161,2303371.859,04-06-2013 15:49:30,0,0.002092511,0.130665675,785.9,43.0,0,0.009,0.561999977
BC060413_60,BC,1210936.819,2303363.423,04-06-2013 15:55:47,0,0.002091446,0.069714867,785.5,43.0,0,0.009,0.300000012
BC060413_61,BC,1209550.636,2302148.407,06-06-2013 09:28:52,0,0,0,794.1,24.4,0,-0.002,-0.100000001
BC060413_62,BC,1209387.121,2302183.33,06-06-2013 09:51:33,0,0,0,794.1,31.8,0,-0.005,-0.050999999
BC060413_63,BC,1209362.394,2301954.581,06-06-2013 10:06:00,0,0.000240562,0,791.8,34.7,0,0.001,-0.027000001
BC060413_64,BC,1209135.353,2301945.21,06-06-2013 10:19:02,0,0,0,788.2,36.2,0,-0.001,-0.075000003
BC060413_65,BC,1209134.476,2302155.941,06-06-2013 10:39:56,0,0.000709253,0.051539063,786.5,38.0,0,0.003,0.217999995
BC060413_66,BC,1208944.229,2302142.16,06-06-2013 10:48:50,0,0.00142252,0.17188789,790.5,38.7,0,0.006,0.725000024
BC060413_67,BC,1208964.002,2301982.583,06-06-2013 10:57:57,0,0.000471946,0.14229165,788.3,39.3,0,0.002,0.602999985
BC060413_68,BC,1208759.125,2301929.913,06-06-2013 11:04:45,0,0.00070607,0.071077742,787.5,39.8,0,0.003,0.301999986
BC060413_69,BC,1208751.395,2301768.086,06-06-2013 11:10:39,0,0.001171326,0.141964734,785.1,40.3,0,0.005,0.606000006
BC060413_70,BC,1208749.972,2301563.44,06-06-2013 11:15:39,0,0.001169684,0,785.0,40.7,0,0.005,-0.184
BC060413_71,BC,1208741.442,2301347.5,06-06-2013 11:20:53,0,0.000931818,0.053579543,782.7,41.1,0,0.004,0.230000004
BC060413_72,BC,1208727.206,2301175.88,06-06-2013 11:28:42,0,0.001858184,0.135182858,781.9,41.7,0,0.008,0.582000017
BC060413_73,BC,1208689.786,2300963.018,06-06-2013 12:02:18,0,0.000463348,0.076915838,783.6,43.2,0,0.002,0.331999987
BC060413_74,BC,1208771.92,2300735.114,06-06-2013 12:16:45,0,0.000463467,0.210877359,783.8,43.2,0,0.002,0.910000026
BC060413_75,BC,1208908.339,2301036.329,06-06-2013 12:30:00,3.455224037,0.001386341,3.281238317,782.5,43.6,14.95400047,0.006,14.20100021
BC060413_77,BC,1209539.39,2302362.105,06-06-2013 14:09:03,0,0.000234454,0.00562689,792.5,43.0,0,0.001,0.024
BC060413_78,BC,1209357.264,2302379.608,06-06-2013 14:15:14,0,0.001171528,0,792.5,43.2,0,0.005,-0.071000002
BC060413_79,BC,1209149.166,2302343.275,06-06-2013 14:23:03,0,0.001405478,0.136565655,792.3,43.2,0,0.006,0.583000004
BC060413_80,BC,1208957.395,2302349.734,06-06-2013 14:36:48,0,0.004438326,0.237800837,790.6,43.4,0,0.018999999,1.018000007
BC060413_81,BC,1208970.777,2302538.516,06-06-2013 14:46:08,0,0.001392903,0.054555353,786.7,43.8,0,0.006,0.234999999
BC060413_82,BC,1209124.298,2302556.916,06-06-2013 14:54:52,0,0.00162331,0,786.6,44.1,0,0.007,-0.004
BC060413_83,BC,1209139.826,2302767.652,06-06-2013 15:01:54,0,0.00115959,0.066328548,787.4,44.4,0,0.005,0.286000013
BC060413_84,BC,1209138.421,2302991.428,06-06-2013 15:08:58,0,0.001387816,0.040709261,786.3,44.8,0,0.006,0.175999999
BC060413_85,BC,1209141.753,2303134.567,06-06-2013 15:15:03,0,0.001853491,0.060470149,788.1,45.0,0,0.008,0.261000007
BC060413_86,BC,1209369.231,2303408.999,06-06-2013 15:27:34,0,0.001398585,0.091374218,792.9,45.0,0,0.006,0.39199999
BC060413_87,BC,1209334.135,2303569.145,06-06-2013 15:34:32,0,0.001630657,0,792.9,45.2,0,0.007,-0.129999995
BC060413_88,BC,1209354.474,2303802.656,06-06-2013 15:43:06,0,0.001863369,0.06661544,792.3,45.0,0,0.008,0.286000013
BC060413_89,BC,1209553.905,2304343.735,06-06-2013 15:53:48,0,0.001168574,0.111715667,794.5,44.8,0,0.005,0.477999985
BC060413_90,BC,1209541.99,2304175.623,06-06-2013 15:58:58,0,0.0021078,0.075646617,796.4,44.9,0,0.009,0.323000014
BC060413_91,BC,1209541.067,2303933.515,06-06-2013 16:06:08,0,0.001638885,0.046825286,796.4,45.0,0,0.007,0.200000003
BC060413_92,BC,1209545.344,2303774.035,06-06-2013 16:10:48,0,0.001869954,0.147025138,795.1,45.0,0,0.008,0.629000008
BC060413_93,BC,1209554.131,2303545.447,06-06-2013 16:16:43,0,0.001167106,0.010270529,794.5,45.2,0,0.005,0.044
BC060413_94,BC,1209534.94,2303354.115,06-06-2013 16:22:32,1.593852282,0.001629944,0.357190579,793.3,45.5,6.84499979,0.007,1.534000039
BC060413_95,BC,1209327.736,2303140.633,06-06-2013 16:40:06,0,0.003010831,0.690869927,789.3,45.6,0,0.013,2.98300004
BC060413_96,BC,1209330.052,2302951.527,06-06-2013 16:47:32,0,0.001622235,0.084124446,789.3,45.4,0,0.007,0.363000005
BC060413_97,BC,1209346.829,2302720.971,06-06-2013 16:55:20,0,0.000693959,0.003238476,787.1,45.1,0,0.003,0.014
BC060413_98,BC,1209346.666,2302597.219,06-06-2013 16:59:49,0,0.001387203,0.127160266,786.2,44.9,0,0.006,0.550000012
BC060413_99,BC,1209543.265,2302604.414,06-06-2013 17:04:46,0,0.002087018,0.011130766,788.3,44.8,0,0.009,0.048
BC061213_01,BC,1212947.528,2306144.354,12-06-2013 08:49:15,0,0,0.086035855,792.9,29.4,0,0,0.351000011
BC061213_02,BC,1212930.969,2305966.353,12-06-2013 08:54:37,0,0.00097788,0.201198786,792.9,30.2,0,0.004,0.823000014
BC061213_03,BC,1212918.666,2305789.195,12-06-2013 08:58:24,0,0.000487138,0.056020815,791.8,30.9,0,0.002,0.230000004
BC061213_04,BC,1212955.698,2305571.458,12-06-2013 09:05:25,0,0.002909061,0.313936204,791.7,32.3,0,0.012,1.294999957
BC061213_05,BC,1212923.538,2305359.935,12-06-2013 09:15:40,0,0,0.022452515,791.8,33.6,0,0,0.093000002
BC061213_06,BC,1212936.116,2305186.418,12-06-2013 09:24:30,0,0.000721661,0.069760546,791.0,34.4,0,0.003,0.289999992
BC061213_07,BC,1213150.993,2305126.104,12-06-2013 09:32:33,0,0.001674742,0.138764292,788.5,35.1,0,0.007,0.579999983
BC061213_08,BC,1213348.536,2305165.875,12-06-2013 09:45:26,0,0.000951173,0.319594264,786.5,36.2,0,0.004,1.343999982
BC061213_09,BC,1213561.091,2305111.7,12-06-2013 09:45:54,0,0.00071338,0,786.5,36.2,0,0.003,-0.001
BC061213_10,BC,1213619.388,2305088.498,12-06-2013 09:52:07,1.029170752,0.002611506,1.313112736,786.5,36.7,4.335000038,0.011,5.531000137
BC061213_11,BC,1213772.099,2305161.777,12-06-2013 10:04:45,0,0.001179691,0,784.4,37.8,0,0.005,-0.140000001
BC061213_12,BC,1213757.649,2305351.656,12-06-2013 10:09:07,0,0.000943324,0.00754659,784.8,38.1,0,0.004,0.032000002
BC061213_13,BC,1213562.202,2305386.141,12-06-2013 10:14:07,0,0.000708343,0.007791768,786.5,38.4,0,0.003,0.033
BC061213_14,BC,1213327.293,2305362.03,12-06-2013 10:18:17,30.79364586,0.001652159,3.12258029,786.7,38.6,130.4689941,0.007,13.22999954
BC061213_15,BC,1213143.453,2305370.168,12-06-2013 10:24:02,0,0.001414861,0.954323709,787.0,39.0,0,0.006,4.046999931
BC061213_16,BC,1213131.56,2305539.688,12-06-2013 10:29:32,4.344707489,0.002124551,1.84080565,789.1,39.5,18.40500069,0.009,7.797999859
BC061213_17,BC,1213120.977,2305755.281,12-06-2013 10:36:06,14.47816849,0.001886898,3.832997322,790.2,40.2,61.38399887,0.008,16.25099945
BC061213_18,BC,1213218.48,2305830.159,12-06-2013 10:40:23,1.480139017,0.002823346,4.506060123,789.0,40.5,6.290999889,0.012,19.15200043
BC061213_19,BC,1213114.886,2305940.894,12-06-2013 10:45:00,0,0.003291793,0.158711448,789.5,40.9,0,0.014,0.675000012
BC061213_20,BC,1213157.391,2306183.335,12-06-2013 10:52:12,0,0.001411294,0.043279678,790.8,41.3,0,0.006,0.184
BC061213_21,BC,1213163.412,2306359.357,12-06-2013 10:57:10,0,0.001411732,0.035528574,791.8,41.6,0,0.006,0.150999993
BC061213_22,BC,1213312.364,2306372.945,12-06-2013 11:03:14,0,0.001412795,0,792.9,41.8,0,0.006,-4.869999886
BC061213_23,BC,1213315.354,2306535.888,12-06-2013 11:09:04,0,0.001886454,0.014620017,794.3,41.9,0,0.008,0.061999999
BC061213_24,BC,1213305.553,2306168.787,12-06-2013 11:30:55,0,0.001643992,0.026538735,791.6,42.1,0,0.007,0.112999998
BC061213_25,BC,1213327.295,2305986.809,12-06-2013 11:36:55,0,0.00140869,0.189703539,791.6,42.2,0,0.006,0.808000028
BC061213_26,BC,1213341.587,2305725.457,12-06-2013 11:42:39,4.849011421,0.001639525,2.648535013,790.2,42.4,20.70299911,0.007,11.30799961
BC061213_27,BC,1213420.668,2305697.124,12-06-2013 11:48:43,0,0.001869712,0.427696645,789.0,42.6,0,0.008,1.830000043
BC061213_28,BC,1213367.521,2305564.035,12-06-2013 11:53:33,0.301985681,0.001400243,0.20350194,788.6,42.9,1.29400003,0.006,0.871999979
BC061213_29,BC,1213557.761,2305542.364,12-06-2013 11:58:04,0,0.000466038,0.009553787,787.9,43.1,0,0.002,0.041000001
BC061213_30,BC,1213575.726,2305750.57,12-06-2013 12:03:46,0,0.002561114,0.374621093,788.5,43.6,0,0.011,1.608999968
BC061213_31,BC,1213554.655,2305944.731,12-06-2013 12:08:12,0,0.003728812,0.034491505,790.0,43.9,0,0.016000001,0.148000002
BC061213_32,BC,1213565.441,2306174.445,12-06-2013 12:12:56,0,0.001399989,0.02589979,791.7,44.2,0,0.006,0.111000001
BC061213_33,BC,1213537.737,2306337.137,12-06-2013 12:20:18,0,0.003502408,0.110909574,793.0,44.5,0,0.015,0.474999994
BC061213_34,BC,1213526.983,2306552.17,12-06-2013 12:26:25,0,0.004193359,0.1171811,791.7,44.7,0,0.017999999,0.503000021
BC061213_35,BC,1213725.097,2306580.415,12-06-2013 12:38:49,0,0.002792403,0.046074651,791.3,44.9,0,0.012,0.197999999
BC061213_36,BC,1213751.216,2306331.56,12-06-2013 12:45:08,0,0.002319956,0.122261703,789.4,45.1,-0.057,0.01,0.52700001
BC061213_37,BC,1213706.652,2306174.593,12-06-2013 12:51:30,0,0.001860909,0.020469993,792.0,45.3,0,0.008,0.088
BC061213_38,BC,1213947.4,2306382.465,12-06-2013 12:56:35,0,0.003254746,0.041149281,791.8,45.4,0,0.014,0.177000001
BC061213_39,BC,1214139.68,2306384.298,12-06-2013 13:01:07,0,0.001625629,0.002786793,791.2,45.5,0,0.007,0.012
BC061213_40,BC,1214145.89,2306570.335,12-06-2013 13:06:12,0,0.001853881,0.682228088,790.0,45.7,0,0.008,2.944000006
BC061213_41,BC,1213964.264,2306556.179,12-06-2013 13:11:13,0,0.002080754,0.077681482,788.9,46.0,0,0.009,0.335999995
BC061213_42,BC,1213934.034,2306758.525,12-06-2013 13:16:38,0,0.002077869,0.006464482,788.3,46.2,0,0.009,0.028000001
BC061213_43,BC,1214138.906,2306775.141,12-06-2013 13:23:15,0,0.00231007,0.009471289,789.0,46.3,0,0.01,0.041000001
BC061213_44,BC,1214366.006,2306765.68,12-06-2013 13:29:53,0,0.002301603,0.00023016,786.6,46.5,0,0.01,0.001
BC061213_45,BC,1214375.602,2306550.565,12-06-2013 13:35:45,0,0.006433018,0.053072393,785.2,46.5,0,0.028000001,0.231000006
BC061213_46,BC,1214527.152,2306572.804,12-06-2013 13:40:24,0,0.002536913,0.02629164,788.2,46.5,0,0.011,0.114
BC061213_47,BC,1214540.011,2306775.686,12-06-2013 13:46:17,1.375723124,0.00230131,0.158790395,786.5,46.5,5.978000164,0.01,0.689999998
BC061213_48,BC,1214408.401,2306930.683,12-06-2013 13:51:21,0,0.002066175,0.104456656,784.6,46.5,0,0.009,0.455000013
BC061213_49,BC,1214560.525,2306919.332,12-06-2013 13:55:09,0,0.001835324,0.165179178,784.3,46.6,-0.037,0.008,0.720000029
BC061213_50,BC,1214743.03,2306969.992,12-06-2013 14:00:06,0,0.003207312,0.174569443,783.2,46.6,-0.057999998,0.014,0.762000024
BC061213_51,BC,1214749.684,2306789.008,12-06-2013 14:05:06,0,0.004116843,0.484415174,781.9,46.6,0,0.017999999,2.118000031
BC061213_52,BC,1214731.661,2306601.388,12-06-2013 14:09:39,0,0.002981469,0.059629381,784.3,46.7,0,0.013,0.25999999
BC061213_53,BC,1214964.701,2306590.48,12-06-2013 14:15:24,0,0.002294475,0.06791646,784.9,46.8,0,0.01,0.296000004
BC061213_54,BC,1214914.146,2306749.092,12-06-2013 14:19:38,0,0.001601426,0.127656534,782.6,46.8,0,0.007,0.558000028
BC061213_55,BC,1214943.626,2306946.257,12-06-2013 14:25:05,0,0.002288336,0.069565415,782.8,46.8,0,0.01,0.30399999
BC061213_56,BC,1215157.36,2306785.413,12-06-2013 14:29:20,0,0.005022763,0.097943887,781.0,46.8,0,0.022,0.42899999
BC061213_57,BC,1215359.235,2306774.147,12-06-2013 14:34:29,0,0.005251743,0.154127255,781.1,46.8,0,0.023,0.675000012
BC061213_58,BC,1215517.427,2306728.925,12-06-2013 14:41:29,0,0.004799981,0.167085052,781.9,46.8,0,0.021,0.731000006
BC071013_01,BC,1210317.887,2304498.164,10-07-2013 09:31:44,0.829444945,0,0.267682284,803.6,31.5,3.361999989,-0.004,1.085000038
BC071013_02,BC,1210302.75,2304506.909,10-07-2013 09:36:53,1.66933763,0,0.581184089,803.6,32.7,6.793000221,0,2.36500001
BC071013_03,BC,1210321.582,2304526.593,10-07-2013 09:41:16,0.591266572,0.001957837,0.125056803,802.9,33.7,2.415999889,0.008,0.510999978
BC071013_04,BC,1210330.334,2304510.585,10-07-2013 09:45:38,0.993497133,0.001219613,0.262216896,802.6,34.6,4.072999954,0.005,1.075000048
BC071013_05,BC,1210352.783,2304515.149,10-07-2013 09:51:00,0.447364122,0,0.482132077,802.6,35.6,1.840000033,0,1.98300004
BC071013_06,BC,1210348.505,2304467.456,10-07-2013 09:58:22,0,0.003150128,0.109285206,802.5,36.6,0,0.013,0.451000005
BC071013_07,BC,1210318.304,2304465.649,10-07-2013 10:05:29,0,0.000484,0.134309858,803.0,37.2,0,0.002,0.555000007
BC071013_08,BC,1210289.047,2304463.428,10-07-2013 10:16:11,0,0.000966442,0.076348916,803.0,37.7,0,0.004,0.316000015
BC071013_09,BC,1210283.417,2304503.836,10-07-2013 10:19:47,0,0.000724365,0.131351605,803.0,37.9,0,0.003,0.54400003
BC071013_10,BC,1210286.109,2304549.011,10-07-2013 10:26:36,0,0.000723307,0.062445503,802.6,38.2,0,0.003,0.259000003
BC071013_11,BC,1210319.036,2304558.11,10-07-2013 10:30:29,0,0.00288993,0.121136226,802.2,38.4,0,0.012,0.503000021
BC071013_12,BC,1210330.459,2304603.398,10-07-2013 10:33:49,0,0.002406129,0.034648266,802.0,38.6,0,0.01,0.143999994
BC071013_13,BC,1210363.283,2304610.086,10-07-2013 10:37:22,0,0.001200559,0.076355577,801.1,38.9,0,0.005,0.317999989
BC071013_14,BC,1210393.619,2304572.834,10-07-2013 10:40:48,0,0.002638365,0.744978189,801.0,39.2,0,0.011,3.105999947
BC071013_15,BC,1210389.494,2304513.745,10-07-2013 10:44:30,0,0.00311719,0.086082384,801.8,39.6,0,0.013,0.358999997
BC071013_16,BC,1210394.144,2304474.981,10-07-2013 10:49:34,0,0.001436944,0.381987572,802.1,40.1,0,0.006,1.595000029
CJ052813_01,CJ,1214949.542,2309961.599,28-05-2013 08:39:08,0,0,0,800.0,19.1,0,0,-0.134000003
CJ052813_02,CJ,1214977.645,2310131.71,28-05-2013 08:52:08,0,0,1.352292776,799.5,22.3,0,0,5.342999935
CJ052813_03,CJ,1214755.29,2310163.824,28-05-2013 08:57:54,0,0,0.157187179,799.5,23.7,0,0,0.624000013
CJ052813_04,CJ,1214552.529,2310139.775,28-05-2013 09:03:36,0,0,0.269454062,799.5,24.9,0,-0.001,1.074000001
CJ052813_05,CJ,1214362.633,2310151.266,28-05-2013 09:10:04,1.059559226,0,0.432672083,800.0,26.2,4.238999844,0,1.730999947
CJ052813_06,CJ,1214176.19,2310175.036,28-05-2013 09:15:24,0,0.000248874,0.150320008,800.0,27.5,0,0.001,0.603999972
CJ052813_07,CJ,1214154.866,2309959.953,28-05-2013 09:23:33,0,0.000247473,0.137100026,799.2,28.9,0,0.001,0.55400002
CJ052813_08,CJ,1214169.575,2309765.754,28-05-2013 09:31:32,0,0.000490713,0.024044938,796.3,30.4,0,0.002,0.097999997
CJ052813_09,CJ,1214342.692,2309776.592,28-05-2013 09:37:32,0,0.00073203,0.102240227,794.8,31.5,0,0.003,0.419
CJ052813_10,CJ,1214342.29,2309958.935,28-05-2013 09:49:52,0,0.000242498,0.080509238,794.8,33.4,0,0.001,0.331999987
CJ052813_100,CJ,1215136.499,2310740.036,30-05-2013 11:59:01,0,0.000240772,0,801.5,38.2,0,0.001,-0.240999997
CJ052813_101,CJ,1215365.254,2310763.487,30-05-2013 12:03:49,0,0.000963397,0.004816985,801.5,38.1,0,0.004,0.02
CJ052813_102,CJ,1215561.199,2310711.523,30-05-2013 12:09:45,0,0,0,802.0,38.1,0,0,-0.453000009
CJ052813_103,CJ,1215764.112,2310755.211,30-05-2013 12:25:22,0,0.000722523,0,800.7,37.8,0,0.003,-0.007
CJ052813_104,CJ,1215960.704,2310747.699,30-05-2013 12:30:02,0,0.000482679,0.049233299,802.1,37.7,0,0.002,0.203999996
CJ052813_105,CJ,1215154.152,2310939.936,30-05-2013 12:41:35,0,0.000967085,0.044969436,802.5,37.3,0,0.004,0.186000004
CJ052813_106,CJ,1214939.674,2311136.822,30-05-2013 12:45:18,0,0,0.014006269,801.3,37.2,0,0,0.057999998
CJ052813_107,CJ,1214938.094,2310979.676,30-05-2013 12:48:54,0,0,0.015799331,806.8,37.3,0,-0.001,0.064999998
CJ052813_108,CJ,1214560.211,2311168.977,30-05-2013 13:03:28,0,0.000724462,0,801.3,37.2,0,0.003,-0.194999993
CJ052813_109,CJ,1214768.75,2311163.494,30-05-2013 13:07:17,0,0.001446469,0.015670083,800.2,37.3,0,0.006,0.064999998
CJ052813_11,CJ,1214534.095,2309968.291,28-05-2013 09:56:43,0,0.002180583,0.830075443,796.7,34.4,0,0.009,3.426000118
CJ052813_110,CJ,1214749.051,2310943.594,30-05-2013 13:12:13,0,0.000482001,0.023618059,800.2,37.4,0,0.002,0.097999997
CJ052813_111,CJ,1214328.381,2310900.964,30-05-2013 13:18:47,0,0.000481846,0.077577211,800.2,37.5,0,0.002,0.321999997
CJ052813_112,CJ,1214557.678,2310924.241,30-05-2013 13:22:23,0,0,0.013250766,800.2,37.5,0,0,0.055
CJ052813_113,CJ,1214745.132,2311365.599,30-05-2013 13:28:48,0,0.000481941,0,800.1,37.4,0,0.002,-0.035
CJ052813_114,CJ,1215745.936,2310957.159,30-05-2013 13:43:12,0,0.001204164,0.095369749,799.9,37.5,0,0.005,0.395999998
CJ052813_115,CJ,1215517.406,2310952.147,30-05-2013 13:47:14,0,0.000963021,0.035872526,799.9,37.6,0,0.004,0.149000004
CJ052813_116,CJ,1215355.117,2311030.43,30-05-2013 13:50:42,0,0,0.077979587,799.9,37.7,0,-0.001,0.324000001
CJ052813_117,CJ,1215154.412,2311230.747,30-05-2013 13:54:07,0,0.00096247,0.200434446,799.7,37.7,0,0.004,0.833000004
CJ052813_118,CJ,1214961.822,2311407.57,30-05-2013 13:58:26,0,0.000721853,0.194659621,799.7,37.7,0,0.003,0.809000015
CJ052813_119,CJ,1215353.508,2311165.482,30-05-2013 14:03:03,0,0.000721853,0.025746081,799.7,37.7,0,0.003,0.107000001
CJ052813_12,CJ,1214740.026,2309965.582,28-05-2013 10:02:58,0,0.00072474,0.004106862,796.7,35.3,0,0.003,0.017000001
CJ052813_120,CJ,1215382.274,2311367.049,30-05-2013 14:07:47,0,0.000240407,0.008654649,799.0,37.7,0,0.001,0.035999998
CJ052813_121,CJ,1215573.068,2311171.583,30-05-2013 14:11:09,0,0.000480453,0.533302665,798.4,37.7,0,0.002,2.220000029
CJ052813_122,CJ,1215764.691,2311177.611,30-05-2013 14:14:49,0,0.000720357,0,798.3,37.8,0,0.003,-0.181999996
CJ052813_123,CJ,1215950.165,2311164.306,30-05-2013 14:18:25,0,0.003603591,0.259218305,798.7,37.8,0,0.015,1.078999996
CJ052813_124,CJ,1215946.988,2310948.92,30-05-2013 14:22:09,0,0.0009618,0.028613545,799.4,37.8,0,0.004,0.119000003
CJ052813_125,CJ,1216186.717,2310942.196,30-05-2013 14:29:26,0,0.000962453,0.101298161,800.2,37.9,0,0.004,0.421000004
CJ052813_126,CJ,1216183.235,2311187.439,30-05-2013 14:39:29,0,0.000962058,0.076002553,800.9,38.3,0,0.004,0.316000015
CJ052813_127,CJ,1215545.007,2311354.709,30-05-2013 14:48:07,0,0.000960684,0.012248725,799.5,38.2,0,0.004,0.050999999
CJ052813_128,CJ,1215556.202,2311560.423,30-05-2013 14:52:26,0,0.000479321,0.021569436,797.8,38.2,0,0.002,0.090000004
CJ052813_129,CJ,1215661.788,2311752.117,30-05-2013 14:57:58,0,0.00095732,0.110570438,796.7,38.2,0,0.004,0.462000012
CJ052813_13,CJ,1214746.996,2309757.087,28-05-2013 10:18:22,0.407307714,0.000724317,3.885720253,798.3,36.1,1.687000036,0.003,16.09399986
CJ052813_130,CJ,1215737.374,2311723.072,30-05-2013 15:01:25,0,0.000477218,0,794.3,38.2,0,0.002,-0.240999997
CJ052813_131,CJ,1215736.699,2311553.475,30-05-2013 15:06:36,0,0.000715687,0.03960136,794.4,38.3,0,0.003,0.165999994
CJ052813_132,CJ,1215752.987,2311366.841,30-05-2013 15:11:51,0,0.000716178,0,795.2,38.4,0,0.003,-0.32100001
CJ052813_133,CJ,1215949.163,2311357.468,30-05-2013 15:15:45,0,0,0.300107628,796.8,38.5,0,0,1.254999995
CJ052813_134,CJ,1216129.263,2311585.232,30-05-2013 15:21:31,0,0.000478046,0.132179648,796.7,38.6,0,0.002,0.552999973
CJ052813_135,CJ,1215943.5,2311541.65,30-05-2013 15:26:06,0,0.00119135,0,794.7,38.8,0,0.005,-0.152999997
CJ052813_136,CJ,1215978.63,2311765.26,30-05-2013 15:30:39,0,0.001427266,0.046861887,793.9,39.0,0,0.006,0.196999997
CJ052813_137,CJ,1215961.42,2311967.471,30-05-2013 15:35:23,0,0.000948745,0,792.1,39.2,0,0.004,-0.147
CJ052813_138,CJ,1216169.45,2311951.51,30-05-2013 15:38:37,0,0.000236915,0,791.7,39.4,0,0.001,-0.335999995
CJ052813_139,CJ,1216371.957,2312160.854,30-05-2013 15:42:36,0,0.001421669,0.089328177,791.8,39.4,0,0.006,0.377000004
CJ052813_14,CJ,1214516.842,2309742.47,28-05-2013 10:26:36,1.134641171,0.000482108,2.932904005,797.8,36.4,4.706999779,0.002,12.16699982
CJ052813_140,CJ,1216557.976,2312348.129,30-05-2013 15:47:40,0,0.000710021,0,791.4,39.6,0,0.003,-0.177000001
